Credit rating;Age;Income level;Number of credit cards;Education;Car loans
"Good";50.405935;"Medium";"Less than 5";"High school";"None or 1"
"Good";22.685601;"High";"Less than 5";"High school";"None or 1"
"Good";43.303152;"High";"Less than 5";"College";"More than 2"
"Good";42.543314;"High";"Less than 5";"College";"None or 1"
"Good";32.689131;"High";"Less than 5";"College";"None or 1"
"Good";54.582147;"High";"Less than 5";"High school";"None or 1"
"Good";21.276094;"Medium";"Less than 5";"High school";"None or 1"
"Good";31.950830;"High";"Less than 5";"College";"None or 1"
"Good";23.818311;"High";"5 or more";"High school";"More than 2"
"Good";28.975010;"Low";"Less than 5";"College";"None or 1"
"Good";21.831523;"High";"Less than 5";"High school";"None or 1"
"Good";26.757128;"Medium";"Less than 5";"High school";"None or 1"
"Good";39.178293;"High";"5 or more";"College";"More than 2"
"Good";27.989872;"High";"5 or more";"High school";"More than 2"
"Good";33.134472;"Medium";"Less than 5";"College";"More than 2"
"Good";48.502763;"High";"5 or more";"College";"More than 2"
"Good";41.982611;"High";"5 or more";"High school";"More than 2"
"Good";35.139086;"High";"Less than 5";"High school";"None or 1"
"Good";45.156131;"High";"5 or more";"College";"More than 2"
"Good";32.005374;"Medium";"Less than 5";"High school";"None or 1"
"Good";41.591496;"High";"5 or more";"High school";"More than 2"
"Good";32.796341;"High";"Less than 5";"High school";"None or 1"
"Good";46.936000;"Low";"5 or more";"College";"More than 2"
"Good";34.471114;"Medium";"5 or more";"College";"More than 2"
"Good";26.520018;"Medium";"Less than 5";"College";"None or 1"
"Good";38.497397;"High";"Less than 5";"High school";"None or 1"
"Good";28.674464;"Medium";"Less than 5";"High school";"None or 1"
"Good";49.789493;"Medium";"Less than 5";"College";"None or 1"
"Good";45.486926;"Medium";"Less than 5";"High school";"None or 1"
"Good";37.577383;"High";"Less than 5";"College";"More than 2"
"Good";52.446436;"Medium";"Less than 5";"High school";"None or 1"
"Good";30.690568;"Medium";"5 or more";"High school";"More than 2"
"Good";31.920614;"High";"5 or more";"College";"More than 2"
"Good";23.680471;"High";"Less than 5";"College";"None or 1"
"Good";28.682949;"Medium";"Less than 5";"College";"None or 1"
"Good";46.946313;"High";"5 or more";"College";"More than 2"
"Good";52.773303;"Medium";"Less than 5";"High school";"None or 1"
"Good";35.283633;"Medium";"Less than 5";"High school";"None or 1"
"Good";38.585354;"High";"Less than 5";"College";"None or 1"
"Good";21.539786;"High";"Less than 5";"High school";"None or 1"
"Good";28.158964;"Medium";"5 or more";"College";"More than 2"
"Good";55.825238;"Medium";"Less than 5";"High school";"None or 1"
"Good";39.523521;"High";"Less than 5";"High school";"More than 2"
"Good";26.334159;"High";"Less than 5";"College";"None or 1"
"Good";41.331986;"High";"5 or more";"College";"More than 2"
"Good";28.657042;"High";"Less than 5";"High school";"None or 1"
"Good";38.786880;"High";"5 or more";"High school";"More than 2"
"Good";30.437076;"High";"Less than 5";"College";"None or 1"
"Good";39.203966;"High";"5 or more";"High school";"More than 2"
"Good";30.155333;"Medium";"Less than 5";"High school";"None or 1"
"Good";53.622716;"Medium";"5 or more";"College";"More than 2"
"Good";45.957317;"Medium";"Less than 5";"High school";"None or 1"
"Good";40.887944;"Medium";"5 or more";"High school";"More than 2"
"Good";45.173039;"High";"5 or more";"High school";"More than 2"
"Good";50.877978;"High";"5 or more";"College";"More than 2"
"Good";39.963334;"Medium";"Less than 5";"High school";"None or 1"
"Good";32.750840;"Medium";"5 or more";"College";"More than 2"
"Good";22.759949;"High";"Less than 5";"High school";"None or 1"
"Good";24.437686;"Medium";"5 or more";"High school";"More than 2"
"Good";33.454301;"Medium";"Less than 5";"College";"None or 1"
"Good";32.171153;"Medium";"5 or more";"High school";"More than 2"
"Good";39.194548;"High";"Less than 5";"High school";"None or 1"
"Good";33.894231;"High";"Less than 5";"College";"None or 1"
"Good";28.330258;"High";"Less than 5";"College";"None or 1"
"Good";36.539183;"Medium";"Less than 5";"High school";"None or 1"
"Good";35.348443;"High";"5 or more";"College";"More than 2"
"Good";51.842037;"Medium";"Less than 5";"High school";"None or 1"
"Good";24.862950;"High";"Less than 5";"College";"None or 1"
"Good";27.546302;"Medium";"Less than 5";"College";"None or 1"
"Good";35.563366;"High";"5 or more";"College";"None or 1"
"Good";40.210872;"High";"5 or more";"College";"More than 2"
"Good";47.222231;"High";"5 or more";"College";"More than 2"
"Good";51.072070;"Medium";"5 or more";"High school";"More than 2"
"Good";36.094163;"High";"Less than 5";"High school";"None or 1"
"Good";31.932757;"Medium";"5 or more";"High school";"More than 2"
"Good";35.575433;"Medium";"Less than 5";"College";"None or 1"
"Good";39.093880;"Medium";"Less than 5";"High school";"None or 1"
"Good";28.485816;"High";"5 or more";"College";"More than 2"
"Good";41.062427;"High";"Less than 5";"High school";"None or 1"
"Good";39.986819;"High";"Less than 5";"High school";"None or 1"
"Good";41.492442;"Medium";"5 or more";"High school";"More than 2"
"Good";35.568285;"Medium";"Less than 5";"College";"None or 1"
"Good";20.424919;"Low";"Less than 5";"College";"None or 1"
"Good";28.549250;"Medium";"Less than 5";"High school";"None or 1"
"Good";25.810864;"Medium";"Less than 5";"High school";"None or 1"
"Good";24.171516;"Medium";"Less than 5";"High school";"None or 1"
"Good";36.170271;"High";"Less than 5";"High school";"None or 1"
"Good";27.390700;"High";"Less than 5";"College";"None or 1"
"Good";50.457476;"Medium";"5 or more";"College";"More than 2"
"Good";47.557761;"High";"5 or more";"High school";"None or 1"
"Good";20.468183;"Medium";"Less than 5";"College";"More than 2"
"Good";37.856559;"Low";"5 or more";"College";"More than 2"
"Good";31.187078;"High";"Less than 5";"High school";"None or 1"
"Good";34.631909;"Low";"5 or more";"High school";"More than 2"
"Good";53.065534;"High";"5 or more";"High school";"More than 2"
"Good";34.177687;"Medium";"5 or more";"College";"More than 2"
"Good";39.779818;"High";"5 or more";"College";"None or 1"
"Good";36.668539;"High";"Less than 5";"College";"None or 1"
"Good";31.175329;"Medium";"Less than 5";"College";"More than 2"
"Good";33.488274;"Medium";"Less than 5";"High school";"None or 1"
"Good";30.870505;"High";"5 or more";"College";"None or 1"
"Good";26.718166;"High";"5 or more";"College";"None or 1"
"Good";40.446653;"Medium";"Less than 5";"College";"More than 2"
"Good";26.104500;"Low";"5 or more";"College";"More than 2"
"Good";36.804354;"Medium";"Less than 5";"College";"None or 1"
"Good";40.897200;"Medium";"5 or more";"College";"None or 1"
"Good";34.767348;"Low";"Less than 5";"High school";"None or 1"
"Good";20.968571;"High";"5 or more";"College";"More than 2"
"Good";35.229730;"High";"Less than 5";"College";"None or 1"
"Good";29.920342;"Low";"5 or more";"College";"More than 2"
"Good";40.907068;"High";"5 or more";"College";"More than 2"
"Good";28.018873;"High";"5 or more";"College";"More than 2"
"Good";38.883556;"High";"Less than 5";"High school";"None or 1"
"Good";28.669690;"High";"5 or more";"High school";"More than 2"
"Good";36.097133;"High";"5 or more";"College";"More than 2"
"Good";38.010349;"High";"5 or more";"High school";"More than 2"
"Good";27.704403;"High";"Less than 5";"High school";"None or 1"
"Good";34.318732;"Medium";"Less than 5";"High school";"None or 1"
"Good";32.930902;"High";"Less than 5";"High school";"None or 1"
"Good";28.576995;"Medium";"5 or more";"High school";"More than 2"
"Good";20.977464;"Medium";"Less than 5";"College";"None or 1"
"Good";32.352415;"Medium";"Less than 5";"High school";"None or 1"
"Good";51.334663;"High";"Less than 5";"College";"None or 1"
"Good";49.922802;"High";"5 or more";"High school";"More than 2"
"Good";45.967591;"High";"Less than 5";"College";"None or 1"
"Good";44.466827;"Medium";"Less than 5";"College";"None or 1"
"Good";41.361939;"Medium";"5 or more";"College";"None or 1"
"Good";38.582872;"High";"5 or more";"High school";"More than 2"
"Good";32.291755;"Medium";"5 or more";"High school";"None or 1"
"Good";28.060107;"High";"Less than 5";"High school";"None or 1"
"Good";46.175674;"Medium";"5 or more";"High school";"More than 2"
"Good";39.721017;"High";"Less than 5";"High school";"None or 1"
"Good";22.813918;"Medium";"5 or more";"College";"More than 2"
"Good";44.850210;"Medium";"5 or more";"High school";"More than 2"
"Good";46.984513;"High";"5 or more";"High school";"More than 2"
"Good";25.158295;"High";"Less than 5";"College";"None or 1"
"Good";52.566488;"Medium";"Less than 5";"College";"None or 1"
"Good";32.686217;"High";"Less than 5";"High school";"None or 1"
"Good";41.186595;"Low";"Less than 5";"College";"None or 1"
"Good";47.685088;"Low";"5 or more";"High school";"More than 2"
"Good";20.697797;"High";"Less than 5";"College";"None or 1"
"Good";33.298040;"High";"Less than 5";"College";"None or 1"
"Good";44.952506;"Medium";"5 or more";"High school";"More than 2"
"Good";42.232731;"Medium";"Less than 5";"College";"None or 1"
"Good";30.047809;"High";"5 or more";"High school";"More than 2"
"Good";30.758968;"Medium";"5 or more";"College";"More than 2"
"Good";35.573715;"High";"5 or more";"High school";"More than 2"
"Good";33.763437;"Medium";"Less than 5";"High school";"None or 1"
"Good";24.217730;"High";"5 or more";"High school";"More than 2"
"Good";24.162503;"Low";"Less than 5";"College";"None or 1"
"Good";43.971937;"Medium";"5 or more";"College";"More than 2"
"Good";35.773735;"High";"5 or more";"College";"More than 2"
"Good";38.429697;"Medium";"Less than 5";"High school";"None or 1"
"Good";46.881096;"Low";"5 or more";"High school";"None or 1"
"Good";34.383328;"Medium";"Less than 5";"High school";"None or 1"
"Good";33.186288;"Low";"Less than 5";"High school";"None or 1"
"Good";43.822133;"Medium";"Less than 5";"College";"None or 1"
"Good";34.100032;"High";"Less than 5";"High school";"None or 1"
"Good";36.423890;"Low";"5 or more";"High school";"More than 2"
"Good";30.287998;"High";"Less than 5";"College";"None or 1"
"Good";25.603601;"Low";"5 or more";"High school";"More than 2"
"Good";30.776308;"Low";"Less than 5";"College";"None or 1"
"Good";54.124401;"Medium";"Less than 5";"College";"None or 1"
"Good";43.740320;"Medium";"Less than 5";"High school";"None or 1"
"Good";47.646630;"High";"5 or more";"High school";"More than 2"
"Good";27.760950;"Low";"5 or more";"College";"More than 2"
"Good";35.782700;"Medium";"5 or more";"College";"More than 2"
"Good";32.515822;"High";"Less than 5";"College";"None or 1"
"Good";42.494943;"Medium";"5 or more";"High school";"More than 2"
"Good";49.480627;"Medium";"5 or more";"College";"More than 2"
"Good";28.272763;"Low";"Less than 5";"College";"None or 1"
"Good";34.696535;"High";"5 or more";"College";"More than 2"
"Good";36.745669;"Medium";"Less than 5";"High school";"None or 1"
"Good";27.016683;"High";"5 or more";"High school";"More than 2"
"Good";37.910006;"Medium";"5 or more";"High school";"None or 1"
"Good";22.877624;"Medium";"5 or more";"College";"More than 2"
"Good";38.993481;"Medium";"Less than 5";"High school";"None or 1"
"Good";26.597704;"High";"5 or more";"High school";"More than 2"
"Good";29.883283;"High";"5 or more";"College";"More than 2"
"Good";38.623983;"Medium";"5 or more";"High school";"More than 2"
"Good";29.914515;"High";"5 or more";"College";"More than 2"
"Good";40.688514;"Medium";"Less than 5";"High school";"None or 1"
"Good";38.428346;"Medium";"5 or more";"College";"None or 1"
"Good";30.540932;"Low";"Less than 5";"College";"None or 1"
"Good";22.363267;"High";"Less than 5";"College";"None or 1"
"Good";47.707392;"High";"5 or more";"High school";"More than 2"
"Good";40.296804;"Medium";"5 or more";"College";"More than 2"
"Good";42.998463;"High";"Less than 5";"College";"None or 1"
"Good";43.776188;"High";"5 or more";"High school";"More than 2"
"Good";32.235545;"Medium";"5 or more";"College";"None or 1"
"Good";34.803882;"Medium";"5 or more";"College";"More than 2"
"Good";48.154666;"High";"5 or more";"College";"More than 2"
"Good";33.271465;"Low";"5 or more";"High school";"More than 2"
"Good";36.587135;"High";"5 or more";"High school";"More than 2"
"Good";25.513046;"Medium";"5 or more";"High school";"More than 2"
"Good";38.701632;"High";"5 or more";"High school";"More than 2"
"Good";24.553318;"Medium";"5 or more";"College";"More than 2"
"Good";23.773025;"High";"Less than 5";"High school";"None or 1"
"Good";35.726479;"Medium";"5 or more";"College";"More than 2"
"Good";31.763076;"Medium";"Less than 5";"High school";"None or 1"
"Good";41.084981;"Medium";"Less than 5";"College";"None or 1"
"Good";34.298188;"Medium";"Less than 5";"College";"None or 1"
"Good";31.504427;"Medium";"5 or more";"High school";"More than 2"
"Good";44.513749;"Medium";"5 or more";"College";"More than 2"
"Good";25.362805;"High";"Less than 5";"High school";"None or 1"
"Good";31.594429;"High";"5 or more";"College";"More than 2"
"Good";42.061461;"Medium";"Less than 5";"High school";"None or 1"
"Good";25.375101;"High";"Less than 5";"College";"More than 2"
"Good";32.126473;"Medium";"5 or more";"College";"More than 2"
"Good";42.956930;"High";"Less than 5";"High school";"None or 1"
"Good";27.333820;"High";"5 or more";"College";"More than 2"
"Good";26.141674;"High";"Less than 5";"College";"None or 1"
"Good";38.948825;"Medium";"5 or more";"College";"More than 2"
"Good";59.742817;"High";"Less than 5";"High school";"None or 1"
"Good";37.134826;"High";"5 or more";"High school";"More than 2"
"Good";51.713189;"High";"Less than 5";"High school";"None or 1"
"Good";48.214374;"High";"5 or more";"College";"More than 2"
"Good";32.881215;"High";"5 or more";"College";"More than 2"
"Good";41.426730;"Medium";"Less than 5";"College";"None or 1"
"Good";29.827807;"High";"Less than 5";"High school";"None or 1"
"Good";41.420662;"Low";"Less than 5";"College";"None or 1"
"Good";46.414747;"Medium";"Less than 5";"College";"None or 1"
"Good";33.227979;"Medium";"5 or more";"College";"More than 2"
"Good";24.942523;"Medium";"5 or more";"College";"More than 2"
"Good";42.368948;"Medium";"5 or more";"College";"More than 2"
"Good";24.783785;"Medium";"Less than 5";"High school";"None or 1"
"Good";44.677803;"High";"Less than 5";"College";"None or 1"
"Good";24.371309;"High";"5 or more";"College";"More than 2"
"Good";30.645526;"High";"5 or more";"College";"More than 2"
"Good";52.308195;"Medium";"Less than 5";"College";"None or 1"
"Good";28.912124;"Medium";"5 or more";"College";"More than 2"
"Good";24.694094;"High";"5 or more";"College";"More than 2"
"Good";54.462310;"High";"5 or more";"College";"None or 1"
"Good";44.542467;"Medium";"Less than 5";"College";"None or 1"
"Good";39.071381;"Medium";"5 or more";"College";"More than 2"
"Good";29.396995;"High";"Less than 5";"College";"None or 1"
"Good";33.547280;"Medium";"5 or more";"High school";"More than 2"
"Good";41.032866;"High";"Less than 5";"College";"None or 1"
"Good";33.063816;"Medium";"5 or more";"College";"More than 2"
"Good";40.649734;"Low";"5 or more";"College";"More than 2"
"Good";34.192409;"Medium";"Less than 5";"High school";"None or 1"
"Good";26.051484;"Medium";"Less than 5";"College";"None or 1"
"Good";31.105269;"High";"Less than 5";"High school";"None or 1"
"Good";39.028831;"High";"5 or more";"High school";"More than 2"
"Good";33.494623;"Medium";"5 or more";"College";"More than 2"
"Good";25.211214;"Low";"5 or more";"College";"More than 2"
"Good";45.724336;"Medium";"5 or more";"High school";"None or 1"
"Good";42.651592;"High";"5 or more";"College";"More than 2"
"Good";35.710223;"Medium";"Less than 5";"High school";"None or 1"
"Good";46.542937;"High";"5 or more";"High school";"More than 2"
"Good";26.914066;"Medium";"5 or more";"College";"More than 2"
"Good";36.256536;"High";"Less than 5";"College";"None or 1"
"Good";57.165664;"Medium";"5 or more";"High school";"More than 2"
"Good";36.200365;"Medium";"Less than 5";"High school";"None or 1"
"Good";34.040552;"Medium";"Less than 5";"College";"None or 1"
"Good";31.400925;"Medium";"5 or more";"High school";"More than 2"
"Good";39.723759;"Medium";"5 or more";"College";"More than 2"
"Good";32.035878;"Low";"Less than 5";"College";"None or 1"
"Good";45.167629;"Medium";"5 or more";"College";"More than 2"
"Good";29.788283;"Medium";"5 or more";"High school";"More than 2"
"Good";42.140107;"High";"Less than 5";"High school";"None or 1"
"Good";38.165729;"Medium";"5 or more";"High school";"More than 2"
"Good";21.614375;"Medium";"Less than 5";"High school";"None or 1"
"Good";33.484023;"High";"Less than 5";"High school";"None or 1"
"Good";41.097780;"High";"Less than 5";"College";"More than 2"
"Good";23.497816;"Medium";"Less than 5";"College";"None or 1"
"Good";29.531317;"Medium";"Less than 5";"College";"None or 1"
"Good";21.626020;"High";"Less than 5";"College";"None or 1"
"Good";30.295618;"High";"5 or more";"High school";"More than 2"
"Good";34.845811;"High";"5 or more";"College";"More than 2"
"Good";44.773852;"High";"5 or more";"High school";"More than 2"
"Good";30.932680;"Medium";"Less than 5";"High school";"None or 1"
"Good";38.604787;"High";"5 or more";"College";"More than 2"
"Good";35.055314;"High";"Less than 5";"College";"None or 1"
"Good";36.690116;"Medium";"5 or more";"College";"None or 1"
"Good";27.963795;"Medium";"5 or more";"High school";"More than 2"
"Good";43.416229;"High";"Less than 5";"College";"More than 2"
"Good";44.264578;"High";"5 or more";"College";"More than 2"
"Good";26.364251;"High";"5 or more";"High school";"More than 2"
"Good";36.691824;"High";"Less than 5";"High school";"None or 1"
"Good";39.434272;"High";"5 or more";"College";"More than 2"
"Good";21.200927;"High";"5 or more";"High school";"None or 1"
"Good";52.120811;"Medium";"Less than 5";"College";"None or 1"
"Good";30.556727;"Medium";"5 or more";"High school";"More than 2"
"Good";41.218524;"High";"Less than 5";"High school";"None or 1"
"Good";28.106803;"High";"Less than 5";"High school";"None or 1"
"Good";44.033678;"Medium";"Less than 5";"College";"None or 1"
"Good";40.732190;"High";"5 or more";"College";"More than 2"
"Good";39.593992;"High";"5 or more";"High school";"More than 2"
"Good";49.418192;"Medium";"Less than 5";"High school";"None or 1"
"Good";48.666482;"Medium";"Less than 5";"High school";"None or 1"
"Good";38.867260;"Medium";"5 or more";"College";"More than 2"
"Good";21.507212;"Medium";"5 or more";"High school";"More than 2"
"Good";26.615584;"Low";"Less than 5";"High school";"None or 1"
"Good";35.485013;"Medium";"5 or more";"High school";"More than 2"
"Good";37.073857;"Low";"5 or more";"High school";"None or 1"
"Good";59.150211;"High";"5 or more";"College";"More than 2"
"Good";34.823998;"High";"5 or more";"High school";"More than 2"
"Good";35.494156;"High";"5 or more";"High school";"More than 2"
"Good";43.644011;"Medium";"Less than 5";"College";"None or 1"
"Good";23.847598;"Low";"5 or more";"High school";"None or 1"
"Good";42.872681;"High";"Less than 5";"College";"None or 1"
"Good";34.556663;"Medium";"5 or more";"College";"More than 2"
"Good";20.750623;"High";"5 or more";"High school";"None or 1"
"Good";36.542377;"Medium";"5 or more";"College";"None or 1"
"Good";48.295240;"High";"Less than 5";"High school";"None or 1"
"Good";29.266088;"Medium";"5 or more";"College";"None or 1"
"Good";34.505678;"High";"Less than 5";"High school";"None or 1"
"Good";38.952684;"Medium";"Less than 5";"College";"None or 1"
"Good";57.507856;"High";"Less than 5";"College";"More than 2"
"Good";30.262563;"Medium";"5 or more";"College";"More than 2"
"Good";39.806001;"Medium";"5 or more";"College";"More than 2"
"Good";30.242471;"Medium";"5 or more";"College";"More than 2"
"Good";43.024846;"High";"Less than 5";"College";"More than 2"
"Good";57.858837;"Medium";"5 or more";"College";"More than 2"
"Good";27.067122;"High";"5 or more";"College";"More than 2"
"Good";25.671480;"High";"5 or more";"College";"More than 2"
"Good";34.129486;"Medium";"Less than 5";"High school";"None or 1"
"Good";23.879888;"Medium";"5 or more";"High school";"More than 2"
"Good";42.208886;"High";"Less than 5";"High school";"None or 1"
"Good";30.942848;"High";"Less than 5";"College";"None or 1"
"Good";33.409062;"High";"5 or more";"College";"More than 2"
"Good";39.216541;"Medium";"5 or more";"High school";"More than 2"
"Good";35.646059;"Medium";"Less than 5";"College";"More than 2"
"Good";29.482718;"Medium";"5 or more";"High school";"More than 2"
"Good";24.674147;"Medium";"5 or more";"College";"None or 1"
"Good";42.131730;"High";"Less than 5";"High school";"None or 1"
"Good";44.020763;"High";"5 or more";"College";"More than 2"
"Good";39.683667;"Medium";"Less than 5";"College";"None or 1"
"Good";38.747575;"Medium";"5 or more";"High school";"More than 2"
"Good";40.093191;"High";"5 or more";"College";"More than 2"
"Good";25.256695;"Medium";"5 or more";"High school";"More than 2"
"Good";28.359037;"Medium";"5 or more";"College";"None or 1"
"Good";35.436336;"Medium";"Less than 5";"College";"None or 1"
"Good";47.301142;"High";"Less than 5";"College";"None or 1"
"Good";23.877719;"High";"5 or more";"College";"None or 1"
"Good";23.103409;"High";"5 or more";"High school";"More than 2"
"Good";35.345582;"Medium";"Less than 5";"College";"None or 1"
"Good";27.556600;"High";"Less than 5";"High school";"None or 1"
"Good";23.500562;"Medium";"5 or more";"College";"More than 2"
"Good";42.500876;"High";"Less than 5";"High school";"None or 1"
"Good";21.664064;"High";"Less than 5";"High school";"None or 1"
"Good";22.285418;"High";"Less than 5";"College";"None or 1"
"Good";30.957283;"Medium";"Less than 5";"High school";"None or 1"
"Good";43.950465;"Medium";"Less than 5";"College";"None or 1"
"Good";37.327258;"High";"5 or more";"College";"More than 2"
"Good";26.878897;"High";"5 or more";"College";"None or 1"
"Good";37.521572;"Medium";"5 or more";"High school";"More than 2"
"Good";43.267682;"Medium";"Less than 5";"College";"None or 1"
"Good";50.658864;"High";"Less than 5";"High school";"None or 1"
"Good";33.367302;"Medium";"Less than 5";"College";"None or 1"
"Good";43.401378;"Medium";"Less than 5";"College";"None or 1"
"Good";28.644074;"Medium";"5 or more";"College";"More than 2"
"Good";25.467119;"High";"Less than 5";"High school";"None or 1"
"Good";38.689590;"Medium";"Less than 5";"College";"More than 2"
"Good";37.964674;"High";"5 or more";"High school";"More than 2"
"Good";30.375906;"Medium";"Less than 5";"College";"None or 1"
"Good";44.766855;"Medium";"Less than 5";"High school";"None or 1"
"Good";32.747194;"High";"Less than 5";"College";"None or 1"
"Good";37.087862;"Medium";"Less than 5";"High school";"None or 1"
"Good";38.236568;"Low";"Less than 5";"High school";"None or 1"
"Good";46.375814;"Medium";"5 or more";"High school";"More than 2"
"Good";44.145732;"Medium";"Less than 5";"College";"More than 2"
"Good";39.108982;"Medium";"5 or more";"College";"More than 2"
"Good";31.125424;"Medium";"Less than 5";"High school";"None or 1"
"Good";36.226812;"High";"5 or more";"High school";"More than 2"
"Good";46.421529;"Medium";"Less than 5";"College";"None or 1"
"Good";41.029402;"Low";"Less than 5";"High school";"None or 1"
"Good";26.850049;"High";"5 or more";"High school";"More than 2"
"Good";34.894059;"Medium";"Less than 5";"College";"None or 1"
"Good";39.102610;"Medium";"Less than 5";"High school";"None or 1"
"Good";38.530107;"Low";"5 or more";"College";"More than 2"
"Good";32.281717;"Medium";"Less than 5";"High school";"None or 1"
"Good";33.762958;"High";"5 or more";"College";"More than 2"
"Good";33.942431;"High";"Less than 5";"High school";"None or 1"
"Good";39.790932;"High";"Less than 5";"High school";"None or 1"
"Good";39.308122;"Low";"Less than 5";"College";"None or 1"
"Good";26.066548;"Medium";"5 or more";"High school";"More than 2"
"Good";38.842847;"Medium";"Less than 5";"High school";"None or 1"
"Good";46.512093;"Medium";"5 or more";"College";"More than 2"
"Good";35.068756;"Medium";"Less than 5";"High school";"None or 1"
"Good";43.353733;"High";"Less than 5";"College";"None or 1"
"Good";34.996165;"High";"5 or more";"High school";"More than 2"
"Good";42.833542;"High";"5 or more";"High school";"More than 2"
"Good";48.053424;"High";"Less than 5";"High school";"More than 2"
"Good";26.558028;"Low";"Less than 5";"College";"None or 1"
"Good";26.115447;"Medium";"Less than 5";"High school";"None or 1"
"Good";39.494687;"Medium";"Less than 5";"College";"None or 1"
"Good";32.015894;"Medium";"5 or more";"High school";"More than 2"
"Good";41.742401;"Medium";"5 or more";"College";"More than 2"
"Good";49.356166;"Low";"Less than 5";"College";"None or 1"
"Good";21.692312;"High";"5 or more";"High school";"More than 2"
"Good";40.490595;"Medium";"5 or more";"High school";"More than 2"
"Good";22.319421;"High";"5 or more";"College";"More than 2"
"Good";50.693184;"Medium";"5 or more";"High school";"More than 2"
"Good";46.579575;"Medium";"Less than 5";"High school";"None or 1"
"Good";42.096069;"Medium";"Less than 5";"College";"More than 2"
"Good";32.752008;"Medium";"Less than 5";"High school";"None or 1"
"Good";57.362391;"Medium";"5 or more";"High school";"More than 2"
"Good";30.333847;"Medium";"Less than 5";"High school";"None or 1"
"Good";42.251616;"High";"5 or more";"High school";"More than 2"
"Good";31.736318;"Low";"5 or more";"High school";"More than 2"
"Good";28.950445;"High";"5 or more";"High school";"More than 2"
"Good";39.113689;"Medium";"5 or more";"High school";"More than 2"
"Good";44.202871;"Medium";"5 or more";"High school";"More than 2"
"Good";27.367144;"Medium";"Less than 5";"High school";"More than 2"
"Good";61.667217;"Medium";"5 or more";"High school";"More than 2"
"Good";34.105641;"Medium";"Less than 5";"High school";"None or 1"
"Good";22.633656;"High";"Less than 5";"High school";"None or 1"
"Good";46.897740;"Medium";"5 or more";"College";"More than 2"
"Good";41.442727;"High";"Less than 5";"College";"More than 2"
"Good";26.553230;"Medium";"Less than 5";"High school";"None or 1"
"Good";40.938189;"Medium";"Less than 5";"High school";"More than 2"
"Good";26.091175;"High";"Less than 5";"College";"None or 1"
"Good";46.421982;"High";"5 or more";"High school";"More than 2"
"Good";40.439112;"High";"5 or more";"High school";"More than 2"
"Good";44.669731;"Medium";"Less than 5";"College";"None or 1"
"Good";47.084189;"Low";"Less than 5";"College";"None or 1"
"Good";54.196602;"Medium";"5 or more";"College";"More than 2"
"Good";32.599379;"Medium";"Less than 5";"High school";"None or 1"
"Good";44.447917;"High";"Less than 5";"College";"None or 1"
"Good";32.747048;"High";"Less than 5";"High school";"None or 1"
"Good";29.615527;"High";"Less than 5";"College";"None or 1"
"Good";46.552369;"High";"5 or more";"High school";"More than 2"
"Good";31.841830;"High";"Less than 5";"High school";"None or 1"
"Good";32.204662;"Medium";"Less than 5";"High school";"None or 1"
"Good";41.442780;"Medium";"5 or more";"High school";"None or 1"
"Good";28.888709;"Medium";"Less than 5";"High school";"None or 1"
"Good";32.269020;"High";"Less than 5";"High school";"None or 1"
"Good";50.901844;"High";"5 or more";"College";"More than 2"
"Good";41.655669;"High";"Less than 5";"High school";"More than 2"
"Good";21.448782;"Medium";"5 or more";"College";"More than 2"
"Good";30.471919;"High";"5 or more";"College";"More than 2"
"Good";44.849594;"Medium";"Less than 5";"College";"None or 1"
"Good";31.308305;"Medium";"5 or more";"College";"More than 2"
"Good";45.996594;"High";"5 or more";"High school";"More than 2"
"Good";36.007648;"Medium";"5 or more";"High school";"More than 2"
"Good";38.811356;"Medium";"Less than 5";"College";"None or 1"
"Good";38.023587;"High";"Less than 5";"High school";"None or 1"
"Good";39.885529;"Medium";"Less than 5";"High school";"None or 1"
"Good";32.099615;"Medium";"Less than 5";"College";"None or 1"
"Good";36.753404;"High";"5 or more";"High school";"More than 2"
"Good";39.484157;"Medium";"Less than 5";"College";"None or 1"
"Good";25.772090;"Low";"Less than 5";"High school";"None or 1"
"Good";47.820190;"High";"Less than 5";"College";"None or 1"
"Good";33.871201;"High";"5 or more";"High school";"More than 2"
"Good";25.915173;"Medium";"5 or more";"High school";"More than 2"
"Good";29.718992;"High";"Less than 5";"College";"None or 1"
"Good";56.273361;"Medium";"5 or more";"College";"More than 2"
"Good";49.083624;"High";"Less than 5";"High school";"More than 2"
"Good";26.523007;"High";"5 or more";"High school";"More than 2"
"Good";24.077512;"High";"5 or more";"High school";"More than 2"
"Good";26.986450;"Medium";"Less than 5";"College";"More than 2"
"Good";47.136821;"High";"5 or more";"College";"More than 2"
"Good";27.590295;"Medium";"Less than 5";"College";"None or 1"
"Good";37.897081;"High";"5 or more";"College";"None or 1"
"Good";40.775093;"High";"Less than 5";"College";"None or 1"
"Good";32.430329;"High";"5 or more";"College";"More than 2"
"Good";39.059649;"High";"5 or more";"High school";"More than 2"
"Good";35.705209;"Medium";"5 or more";"College";"More than 2"
"Good";28.495256;"Medium";"Less than 5";"College";"More than 2"
"Good";27.967712;"Medium";"5 or more";"High school";"More than 2"
"Good";40.186612;"Medium";"5 or more";"High school";"More than 2"
"Good";41.036128;"High";"5 or more";"College";"More than 2"
"Good";33.885670;"Medium";"5 or more";"High school";"More than 2"
